Date,Year,Distance,Standard Distance?,Event / Venue,Joggler,Gender,Nationality,Finish Time,Drops,Notes / Result Links
01/08/2018,2018,3b 1000m,No,Time Trial,Jannik Weiss,M,DEU,02:41.7,0,https://www.youtube.com/watch?v=gI1bCx23-cc
28/07/2018,2018,3b Marathon,Yes,Dusk Till Dawn,Tim Butler,M,GBR,56:48.0,?,https://www.joggling.co.uk/Marathon-List
28/07/2018,2018,3b 5km,Yes,Gloucester North Parkrun,Jordan Evans,M,GBR,21:26.0,?,https://www.strava.com/activities/1732580500
04/07/2018,2018,3b 4 Mile,No,Firecracker 4,Tony Malikowski,M,USA,35:35.0,?,https://runsignup.com/Race/Results/27413#resultSetId-123798;perpage:100
01/07/2018,2018,3b Marathon,Yes,Halifax Marathon,Tim Butler,M,GBR,48:57.0,?,https://www.joggling.co.uk/Marathon-List
15/06/2018,2018,5b 100m,Yes,Time Trial,Matthew Feldman,M,USA,00:13.4,0,https://www.youtube.com/watch?v=g18oD4SjaEs
02/06/2018,2018,3b Half Marathon,Yes,Grand Teton Half Marathon,Scott Gorman,M,USA,06:35.0,?,https://www.facebook.com/photo/?fbid=10102571142247321&set=a.682390132741  https://runsignup.com/Race/Results/36796#resultSetId-118559;perpage:100
27/05/2018,2018,3b Marathon,Yes,"Winterthur Marathon, Switzerland",Daniel Raum,M,AUT,14:19.0,?,https://services.datasport.com/2018/lauf/winterthur/alfar.htm
20/05/2018,2018,3b Ultra (35m),No,Shires and Spires Ultra,Tim Butler,M,GBR,50:43.0,?,https://www.joggling.co.uk/Marathon-List
19/05/2018,2018,3b 5km,Yes,"Blue Nose 5k, Halifax, Nova Scotia",Bradley Fiander,M,CAN,19:44.0,?,https://www.sportstats.ca/display-results.xhtml?raceid=93319&status=results&bib=9207     https://www.facebook.com/664250217053533/posts/pfbid026Q8wfDQrDtNwPhxy9kixvJSxzPoa62mcs3kfx9te2VsD5PViKr5DnzvxC4JRf17Xl/?app=fbl
19/05/2018,2018,3b 5km,Yes,"Blue Nose 5k, Halifax, Nova Scotia",Michael-Lucien Bergeron,M,CAN,17:01.0,?,https://www.sportstats.ca/display-results.xhtml?raceid=93319     https://www.facebook.com/664250217053533/posts/pfbid0219Yu1yTQzrGpqUzeYuti47oUfMr1RHohS3bhUrdxFH89RQh6iLr4qMkCR7Wacb9Rl/?app=fbl
19/05/2018,2018,3b Marathon,Yes,Fargo Marathon,Ivan Schleppenbach,M,USA,28:29.0,?,https://www.mtecresults.com/runner/show?race=6660&rid=463
11/05/2018,2018,3b Half Marathon,Yes,Fredericton Half Marathon,Michael-Lucien Bergeron,M,CAN,20:50.0,?,https://www.saltwire.com/nova-scotia/sports/video-bergeron-combines-running-and-juggling-243982/   https://results.raceroster.com/en-CA/results/detail/chxvfrgp4wa9fz63
10/05/2018,2018,3b Half Marathon,Yes,"Auffahrtslauf St. Gallen Half Marathon, Switzerland",Daniel Raum,M,AUT,40:20.0,?,https://my.raceresult.com/85080/#1_C8F593
08/05/2018,2018,3b Mile,Yes,Time Trial,Zach Prescott,M,USA,04:43.0,?,https://www.runnersworld.com/runners-stories/a20732918/joggler-sets-a-world-record-in-the-mile/
06/05/2018,2018,3b Marathon,Yes,Roche Abbey Marathon,Tim Butler,M,GBR,38:04.0,?,https://www.joggling.co.uk/Marathon-List
05/05/2018,2018,3b 5km,Yes,Sewerby Parkrun,Pete Barnard,M,GBR,31:12.0,0,https://www.parkrun.org.uk/sewerby/results/335/ https://m.facebook.com/story.php?story_fbid=pfbid032JYDayTNJ4AKADEDA61CW5ZCboGmHMtsAA5L3YMzv1LmUPhBbvnWWBhpfbZ5REASl&id=765064822
22/04/2018,2018,3b Marathon,Yes,London Marathon,Tim Butler,M,GBR,13:39.0,?,https://www.joggling.co.uk/Marathon-List
22/04/2018,2018,3b Marathon,Yes,"Zurich Marathon, Switzerland",Daniel Raum,M,AUT,59:46.0,?,https://services.datasport.com/2018/lauf/zuerich/alfar.htm
15/04/2018,2018,3b Marathon,Yes,Brighton Marathon,Jordan Evans,M,GBR,34:38.0,?,
14/04/2018,2018,3b 5km,Yes,Kingsway Parkrun,Jordan Evans,M,GBR,19:44.0,?,https://www.strava.com/activities/1507147677
08/04/2018,2018,3b Marathon,Yes,Rome Marathon,Jack Hirschowitz,M,USA,06:04.0,?,https://www.facebook.com/photo/?fbid=2026070107465749&set=gm.882770911894760  https://marathonview.net/search?query=jack%20hirschowitz
08/04/2018,2018,3b Marathon,Yes,Bungay Marathon,Tim Butler,M,GBR,27:09.0,?,https://www.joggling.co.uk/Marathon-List
02/04/2018,2018,3b Marathon,Yes,GBC Barrow Day 4,Tim Butler,M,GBR,56:48.0,?,https://www.joggling.co.uk/Marathon-List
25/03/2018,2018,3b 50 Mile,Yes,"Charlottesville, Virginia",Rick Kwiatkowski,M,USA,53:55.0,?,https://www.guinnessworldrecords.com/world-records/fastest-50-miles-joggling
17/03/2018,2018,3b Half Marathon,Yes,"Wrightsville Beach Half Marathon, North Carolina",Terry Odom,M,USA,16:56.0,16,clubs http://roguerunners.org/WBhalfmarathon18.htm    https://www.wect.com/story/37755742/nc-man-completes-wrightsville-beach-half-marathon-while-juggling/
17/03/2018,2018,3b 5km,Yes,Kilkenny Parkrun,Malachy Kelly,M,IRL,26:32.0,?,https://www.parkrun.ie/kilkenny/results/175/  https://fb.watch/lONEFREqLf/
10/03/2018,2018,3b 5km,Yes,Gloucester City Parkrun,Jordan Evans,M,GBR,18:51.0,?,https://www.strava.com/activities/1445037548  https://www.parkrun.org.uk/gloucestercity/results/2/
04/03/2018,2018,3b Half Marathon,Yes,Paris Half Marathon,Levent Denizci,M,TUR,01:09.0,5,https://www.instagram.com/p/Bf5tx4UjS9B/
17/12/2017,2017,3b Marathon,Yes,Newark Showground Day 2,Tim Butler,M,GBR,09:19.0,?,https://www.joggling.co.uk/Marathon-List
16/12/2017,2017,3b Marathon,Yes,Newark Showground Day 1,Tim Butler,M,GBR,34:00.0,?,https://www.joggling.co.uk/Marathon-List
03/12/2017,2017,3b Marathon,Yes,Christmas Marathon,Tim Butler,M,GBR,34:42.0,?,https://www.joggling.co.uk/Marathon-List
26/11/2017,2017,3b 10km,Yes,Doncaster 10k,Pete Barnard,M,GBR,05:33.0,0,https://racetimingsolutions.racetecresults.com/Search.aspx?CId=16269&RId=808&S=Barnard     https://www.facebook.com/765064822/posts/pfbid0omvHhgfAT2zPhZ9nX4PYSe1Sp2qJLBtZzjTyiKnuPzjy4Li2Dg3VHdMgTxGW6f4Bl/?app=fbl
26/11/2017,2017,3b 10km,Yes,Gloucester 10km,Jordan Evans,M,GBR,39:32.0,?,https://www.strava.com/activities/1291259819 https://www.thepowerof10.info/resultsfiles/2017/222094_7901_05122017010351_GLOS.pdf
25/11/2017,2017,3b 10km,Yes,Bodrun Ultra 2017,Ferda Tekgül,M,TUR,05:58.0,?,https://onedrive.live.com/?authkey=%21AESvHE3mopXxiiM&cid=D218D0DBBD3CA6B9&id=D218D0DBBD3CA6B9%21142974&parId=D218D0DBBD3CA6B9%21170908&o=OneUp
17/11/2017,2017,3b Marathon,Yes,Kirkstall Abbey Marathon,Tim Butler,M,GBR,55:00.0,?,https://www.joggling.co.uk/Marathon-List
11/11/2017,2017,3b 5km,Yes,Hull Parkrun,Pete Barnard,M,GBR,30:59.0,?,https://www.parkrun.org.uk/hull/news/2017/11/13/event-404-11th-november-2017-by-claire-hughes/
05/11/2017,2017,3b Marathon,Yes,New York City Marathon,Jack Hirschowitz,M,USA,57:36.0,?,https://results.nyrr.org/event/M2017/finishers#search=Jack%2520Hirschowitz
22/10/2017,2017,3b Marathon,Yes,Ventura Marathon,Perry Romanowski,M,USA,56:34.0,?,https://marathonview.net/result/51051873
22/10/2017,2017,3b Half Marathon,Yes,Stroud Half Marathon,Jordan Evans,M,GBR,30:01.0,?,https://www.strava.com/activities/1241841107
21/10/2017,2017,3b 5km,Yes,Gloucester North Parkrun,Jordan Evans,M,GBR,21:24.0,?,https://www.strava.com/activities/1239818353
15/10/2017,2017,3b Half Marathon,Yes,Prince Edward Island Half Marathon,Michael-Lucien Bergeron,M,CAN,21:34.0,6,https://runningmagazine.ca/sections/runs-races/michael-bergeron-2017-pei-half-marathon/     https://peiroadrunners.ca/results/2017/pei-marathon/13.1mi/
01/10/2017,2017,3b Half Marathon,Yes,Cheltenham Half Marathon,Jordan Evans,M,GBR,32:17.0,?,https://www.strava.com/activities/1209848764
30/09/2017,2017,3b 5km,Yes,Gloucester North Parkrun,Jordan Evans,M,GBR,19:57.0,?,https://www.strava.com/activities/1208265120
24/09/2017,2017,3b Marathon,Yes,Nottingham Marathon,Tim Butler,M,GBR,43:42.0,?,https://www.joggling.co.uk/Marathon-List
23/09/2017,2017,3b 5km,Yes,Kingsway Parkrun,Jordan Evans,M,GBR,18:54.0,0,https://www.strava.com/activities/1197014312
17/09/2017,2017,3b Marathon,Yes,"Seenlandmarathon, Pleinfeld, Germany",Daniel Raum,M,AUT,37:00.0,?,https://www.nordbayern.de/region/wei%C3%9Fenburg/den-kompletten-marathon-jongliert-1.6643622?isAmp=true
10/09/2017,2017,3b Marathon,Yes,Iceni Marathon (Thetford),Tim Butler,M,GBR,06:54.0,?,https://www.joggling.co.uk/Marathon-List
09/09/2017,2017,3b 5km,Yes,Hadleigh Parkrun,Jordan Evans,M,GBR,21:07.0,?,https://www.parkrun.org.uk/hadleigh/news/2017/09/13/hadleigh-parkrun-45-the-parkrun-juggler-or-should-we-call-him-the-parkrun-joggler/
02/09/2017,2017,3b 5km,Yes,Worcester Pitchcroft Parkrun,Jordan Evans,M,GBR,19:00.0,?,https://www.strava.com/activities/1163922574  https://www.parkrun.org.uk/worcesterpitchcroft/results/12/
19/08/2017,2017,3b 5km,Yes,Cheltenham Parkrun,Jordan Evans,M,GBR,20:18.0,?,https://www.strava.com/activities/1140724011
12/08/2017,2017,3b 5km,Yes,Sewerby Parkrun,Pete Barnard,M,GBR,35:06.0,?,https://www.parkrun.org.uk/sewerby/results/298/  https://fb.watch/lONDsC92AI/
05/08/2017,2017,3b 5km,Yes,Tewkesbury Parkrun,Jordan Evans,M,GBR,19:43.0,?,https://www.strava.com/activities/1117927066
30/07/2017,2017,3b 10km,Yes,Gloucester Race 4 Men,Jordan Evans,M,GBR,44:15.0,?,https://www.strava.com/activities/1108372759
29/07/2017,2017,3b Ulta (41.7m),No,Dusk Till Dawn,Tim Butler,M,GBR,00:00.0,?,https://www.joggling.co.uk/Marathon-List
29/07/2017,2017,3b 5km,Yes,"Windsor 5k Fun Run, Nova Scotia",Bradley Fiander,M,CAN,20:45.0,?,https://results.raceroster.com/v2/en-CA/results/rvd77z5qbtrc4q3c/results?subEvent=&search=Fiander&page=1    https://www.facebook.com/513379212/posts/10155174605369213/?substory_index=652552003056853&app=fbl
29/07/2017,2017,3b 5km,Yes,Cheltenham Parkrun,Jordan Evans,M,GBR,20:50.0,?,https://www.strava.com/activities/1106537994
08/07/2017,2017,3b 5km,Yes,Forest of Dean Parkrun,Jordan Evans,M,GBR,21:14.0,?,https://www.strava.com/activities/1073066127
01/07/2017,2017,3b 5km,Yes,Hockley Woods Parkrun,Jordan Evans,M,GBR,20:54.0,?,https://www.parkrun.org.uk/hockleywoods/results/123/  https://www.strava.com/activities/1061860974
24/06/2017,2017,3b 5km,Yes,Gloucester North Parkrun,Jordan Evans,M,GBR,21:17.0,?,https://www.strava.com/activities/1051235595
18/06/2017,2017,3b 10km,Yes,"Running of the Balls 10k, New York",Jack Hirschowitz,M,USA,00:01.0,?,https://nycruns.com/race-results?race=the-running-of-the-balls-5k-10k-2&result=241892
18/06/2017,2017,3b 10km,Yes,"Running of the Balls 10k, New York",Richard Ross,M,USA,46:29.0,?,https://nycruns.com/race-results?race=the-running-of-the-balls-5k-10k-2&result=241746
17/06/2017,2017,3b 5km,Yes,Gloucester North Parkrun,Jordan Evans,M,GBR,20:39.0,?,https://www.strava.com/activities/1040339086
10/06/2017,2017,3b 5km,Yes,Kingsway Parkrun,Jordan Evans,M,GBR,20:14.0,?,https://www.strava.com/activities/1029177556
04/06/2017,2017,3b Ulta (35m),No,Shires and Spires Ultra,Tim Butler,M,GBR,52:16.0,?,https://www.joggling.co.uk/Marathon-List
03/06/2017,2017,3b 5km,Yes,Kingsway Parkrun,Jordan Evans,M,GBR,21:17.0,?,https://www.strava.com/activities/1018599588
28/05/2017,2017,3b Marathon,Yes,Edinburgh Marathon,Tim Butler,M,GBR,35:41.0,?,https://www.joggling.co.uk/Marathon-List
27/05/2017,2017,3b 5km,Yes,Gloucester North Parkrun,Jordan Evans,M,GBR,21:41.0,?,https://www.strava.com/activities/1011523706
20/05/2017,2017,3b 5km,Yes,"Blue Nose 5k, Halifax, Nova Scotia",Michael-Lucien Bergeron,M,CAN,17:47.0,?,https://www.sportstats.ca/display-results.xhtml?raceid=42181&status=results&lastname=Bergeron     https://www.facebook.com/664250217053533/posts/pfbid02AgUtA5gMLKM8xnTKednYBmKC4xshKLLrVbZs8PcD2xoLobwPAifzwaotF4kj43N2l/?app=fbl
20/05/2017,2017,3b Half Marathon,Yes,Fargo Half Marathon,Ivan Schleppenbach,M,USA,39:26.0,?,https://www.mtecresults.com/runner/show?race=5201&rid=3583  https://www.inforum.com/sports/fargo-marathon-juggler-returns-to-the-half-marathon
17/04/2017,2017,3b Marathon,Yes,"Boston Marathon, Lincolnshire",Tim Butler,M,GBR,07:30.0,?,https://www.joggling.co.uk/Marathon-List
17/04/2017,2017,3b Marathon,Yes,Boston Marathon,Michael-Lucien Bergeron,M,CAN,13:12.0,4,
09/04/2017,2017,3b Marathon,Yes,"Zurich Marathon, Switzerland",Daniel Raum,M,AUT,19:36.0,?,https://services.datasport.com/2017/lauf/zuerich/alfar.htm
02/04/2017,2017,3b Half Marathon,Yes,Berlin Half Marathon,Levent Denizci,M,TUR,01:12.0,3,https://www.generali-berliner-halbmarathon.de/en/your-race/results-archive/  https://www.instagram.com/p/Bxyq8-FgTc5/
13/03/2017,2017,3b 10km,Yes,SEDENA 10km,Jorge Vilchis,M,MEX,55:53.0,1,https://www.instagram.com/reel/BRlnTukgLnd/
11/03/2017,2017,3b Marathon,Yes,Leeds Canel Canter,Tim Butler,M,GBR,52:38.0,?,https://www.joggling.co.uk/Marathon-List
20/11/2016,2016,3b Marathon,Yes,Brooklyn Marathon,Chris Pert,M,USA,16:20.0,0,https://marathonview.net/search?query=christopher%20pert
19/11/2016,2016,3b Marathon,Yes,Maravan 1,Tim Butler,M,GBR,14:35.0,?,https://www.joggling.co.uk/Marathon-List
06/11/2016,2016,3b Marathon,Yes,New York City Marathon,Jack Hirschowitz,M,USA,53:00.0,?,https://results.nyrr.org/event/M2016/finishers#search=Jack%2520Hirschowitz
30/10/2016,2016,3b Half Marathon,Yes,River Thames Half Marathon,Kevin Williams,M,GBR,00:12.0,7,https://www.jogglathon.co.uk/   https://www.sportsystems.co.uk/ss/results/athlete/?entId=WILLI-DHEIM-KEVNN
23/10/2016,2016,3b Marathon,Yes,Leicester Marathon,Tim Butler,M,GBR,27:51.0,?,https://www.joggling.co.uk/Marathon-List
23/10/2016,2016,3b 10 Mile,No,Great South Run,Kevin Williams,M,GBR,27:03.0,3,https://www.jogglathon.co.uk/  https://www.greatrun.org/results/584/8507/
16/10/2016,2016,3b Half Marathon,Yes,Great Birmingham Run,Kevin Williams,M,GBR,58:13.0,2,https://www.jogglathon.co.uk/   https://www.greatrun.org/results/585/18760/
12/10/2016,2016,3b 10km,Yes,Milan 10km (Dee Jay 10),Levent Denizci,M,TUR,50:38.0,0,https://www.instagram.com/p/BgVHirAgPhN/  https://www.instagram.com/p/BLc4Hh3jnwm/
09/10/2016,2016,3b Marathon,Yes,Chicago Marathon,Perry Romanowski,M,USA,49:14.0,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
09/10/2016,2016,3b Marathon,Yes,Chicago Marathon,Michal Kapral,M,CAN,55:25.0,0,https://chicago-history.r.mikatiming.com/2021/?pid=search
09/10/2016,2016,3b Half Marathon,Yes,Royal Parks Foundation Half Marathon,Kevin Williams,M,GBR,02:09.0,5,https://www.jogglathon.co.uk/     https://chiptiming.co.uk/events/royal-parks-foundation-half-marathon-2016/4943/
02/10/2016,2016,3b Marathon,Yes,Mablethorpe Marathon,Tim Butler,M,GBR,45:18.0,?,https://www.joggling.co.uk/Marathon-List
02/10/2016,2016,3b Half Marathon,Yes,Tonbridge Half Marathon,Kevin Williams,M,GBR,10:00.0,2,https://www.jogglathon.co.uk/
18/09/2016,2016,3b Marathon,Yes,"Seenlandmarathon, Pleinfeld, Germany",Daniel Raum,M,AUT,55:31.0,?,https://seenlandmarathon2016.racepedia.de/ergebnisse/1136
05/08/2016,2016,3b Half Marathon,Yes,Runtalya,Levent Denizci,M,TUR,12:10.0,4,https://www.instagram.com/p/BItmGofD3se/
30/07/2016,2016,3b Mile,Yes,"IJA, El Paso, Texas",Gabrielle Foran,F,CAN,05:40.0,?,http://www.recordholders.org/en/list/joggling.html
05/06/2016,2016,3b Ulta (35m),No,Shires and Spires Ultra,Tim Butler,M,GBR,12:33.0,?,https://www.joggling.co.uk/Marathon-List
04/06/2016,2016,3b 10km,Yes,"Moon in June, Burlington, Ontario",Gabrielle Foran,F,CAN,40:06.0,?,http://www.recordholders.org/en/list/joggling.html
21/05/2016,2016,3b 5km,Yes,Blue Nose 5km,Michael-Lucien Bergeron,M,CAN,18:55.0,?,https://www.sportstats.ca/display-results.xhtml?raceid=29483
21/05/2016,2016,3b 5km,Yes,Blue Nose 5km,Graydon Snider,M,CAN,17:42.0,?,https://www.sportstats.ca/display-results.xhtml?raceid=29483
21/05/2016,2016,3b Half Marathon,Yes,Fargo Half Marathon,Ivan Schleppenbach,M,USA,40:45.0,?,https://www.mtecresults.com/runner/show?race=4076&rid=6133
30/04/2016,2016,3b Half Marathon,Yes,"St. Jude Rock 'n Roll Half Marathon, Nashville TN",David Quint,M,USA,29:32.0,?,https://www.lrn.usace.army.mil/Media/News-Stories/Article/777903/employee-juggles-adversity-while-gaining-notoriety-for-charity/
24/04/2016,2016,3b Marathon,Yes,"Zurich Marathon, Switzerland",Daniel Raum,M,AUT,37:17.0,?,https://services.datasport.com/2016/lauf/zuerich/alfar.htm
24/04/2016,2022,3b Marathon,Yes,London Marathon,Jack Hirschowitz,M,USA,41:17.0,?,content=detail&fpid=search&pid=search&idp=9999990F5ECC8300001A43AB&lang=EN_CAP&event=MAS&search%5Bname%5D=hirscho&search%5Bsex%5D=%25&search%5Bnation%5D=%25&search_sort=name&search_event=MAS    https://www.marathonfoto.com/Proofs?PIN=G9W113&LastName=HIRSCHOWITZrathonFoto - Virgin Money London Marathon 2016 - My Photos: JACK HIRSCHOWITZ
08/11/2015,2015,3b Marathon,Yes,Naperville Marathon,Perry Romanowski,M,USA,44:46.0,?,
01/11/2015,2015,3b Marathon,Yes,New York City Marathon,Barry Goldmeier,M,USA,58:38.0,?,https://www.runnersworld.com/news/a20856270/runner-dresses-as-tom-brady-at-nyc-marathon-juggles-deflated-footballs/
18/10/2015,2015,3b Marathon,Yes,"Yonkers Marathon, New York",Chris Pert,M,USA,10:03.0,0,https://marathonview.net/search?query=christopher%20pert
18/10/2015,2015,3b Half Marathon,Yes,IMT Des Moines Half Marathon,Tyler Wishau,M,USA,25:10.0,?,https://www.onlineraceresults.com/race/view_race.php?race_id=48212&re_NO=e.g.%2C+1946&re_FN=tyler&re_LN=e.g.%2C+Desch&re_CITY=&re_STATE=&re_DIVISION=&submit_action=select_result&race_id=48212#results
11/10/2015,2015,3b Marathon,Yes,Chicago Marathon,Perry Romanowski,M,USA,38:54.0,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
27/09/2015,2015,3b Marathon,Yes,Warsaw Marathon,Mirek Urban,M,POL,26:03.0,?,https://nnmaratonwarszawski.com/en/aktualnosci/official-results/ https://www.joggling.pl/polskie-rekordy-i-wyniki/pozostae-polskie-wyniki-w.html
20/09/2015,2015,3b Marathon,Yes,"Seenlandmarathon, Pleinfeld, Germany",Daniel Raum,M,AUT,39:56.0,?,https://seenlandmarathon2015.racepedia.de/ergebnisse/591
06/09/2015,2015,3b 30km,No,"VanRace 30k, Vancouver",Michael-Lucien Bergeron,M,CAN,17:32.0,40,https://www.facebook.com/thejogglersbusker/videos/724507097694511/?app=fbl
05/07/2015,2015,3b 5km,Yes,Guelph 5km,Cameron Edmunds,M,0,26:27.0,?,https://sites.google.com/site/guelph5kjoggling/results
05/07/2015,2015,3b 5km,Yes,Guelph 5km,Greg Philips,M,0,26:12.0,?,https://sites.google.com/site/guelph5kjoggling/results
05/07/2015,2015,3b 5km,Yes,Guelph 5km,Randy Papple,M,CAN,24:27.0,?,https://sites.google.com/site/guelph5kjoggling/results
05/07/2015,2015,3b 5km,Yes,Guelph 5km,Ely Doan,M,0,23:52.0,?,https://sites.google.com/site/guelph5kjoggling/results
05/07/2015,2015,3b 5km,Yes,Guelph 5km,Mike Moore,M,USA,23:30.0,?,https://sites.google.com/site/guelph5kjoggling/results
05/07/2015,2015,3b 5km,Yes,Guelph 5km,Ben Sayles,M,0,20:40.0,?,https://sites.google.com/site/guelph5kjoggling/results
05/07/2015,2015,3b 5km,Yes,Guelph 5km,Gabrielle Foran,F,CAN,18:12.0,?,https://sites.google.com/site/guelph5kjoggling/results
26/05/2015,2015,3b 800m,Yes,Time Trial,Jannik Weiss,M,DEU,02:09.3,0,https://www.youtube.com/watch?v=-29JenoyYgg
17/05/2015,2015,3b Half Marathon,Yes,"Blue Nose Half Marathon, Halifax, Nova Scotia",Michael-Lucien Bergeron,M,CAN,28:28.0,?,https://www.sportstats.ca/display-results.xhtml?raceid=25949&status=results&lastname=Bergeron    https://www.facebook.com/664250217053533/posts/pfbid02AgUtA5gMLKM8xnTKednYBmKC4xshKLLrVbZs8PcD2xoLobwPAifzwaotF4kj43N2l/?app=fbl
09/05/2015,2015,3b Half Marathon,Yes,Fargo Half Marathon,Ivan Schleppenbach,M,USA,37:59.0,?,https://www.mtecresults.com/runner/show?race=3013&rid=6623
25/04/2015,2015,3b Half Marathon,Yes,"St. Jude Country Music Half Marathon, Nashville TN",David Quint,M,USA,25:15.0,?,"https://b5.caspio.com/dp/07f73000ef783b24a2834080a6c2      
    https://eu.tennessean.com/story/sports/2015/02/28/running-juggler-plans-return-half-marathon/24206411/"
11/01/2015,2015,5b Marathon,Yes,"Disney Marathon, Orlando, FL",Barry Goldmeier,M,USA,09:31.0,?,http://www.marathonguide.com/results/browse.cfm?MIDD=481150111&Gen=B&Begin=13321&End=13420&Max=19959
16/11/2014,2014,3b Marathon,Yes,Istanbul Marathon,Levent Denizci,M,TUR,28:48.0,11,https://www.instagram.com/p/B8fnCXJAdqf/?hl=en  https://marathonview.net/search?query=levent%20denizci  https://www.instagram.com/p/BI34IF9jS2e/
02/11/2014,2014,3b Marathon,Yes,New York City Marathon,Jack Hirschowitz,M,USA,41:49.0,?,https://results.nyrr.org/event/M2014/finishers#search=Jack%2520Hirschowitz
19/10/2014,2014,3b Half Marathon,Yes,Toronto Waterfront Half Marathon,Michal Kapral,M,CAN,20:40.0,?,
12/10/2014,2014,3b Marathon,Yes,Chicago Marathon,Perry Romanowski,M,USA,40:45.0,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
28/09/2014,2014,3b Marathon,Yes,"Yonkers Marathon, New York",Chris Pert,M,USA,40:40.0,0,https://marathonview.net/search?query=christopher%20pert
21/06/2014,2014,3b 5km,Yes,"Bangor Parkrun, Northern Ireland",Nathan Agnew,M,GBR,27:43.0,?,https://www.parkrun.org.uk/bangor/results/13/ https://www.parkrun.org.uk/bangor/news/2014/06/24/parkrun-achieves-over-2600-runners-200-volunteers/
21/06/2014,2014,3b Half Marathon,Yes,Garry Bjorklund Half Marathon,Ivan Schleppenbach,M,USA,36:15.0,?,https://www.mtecresults.com/runner/show?race=2165&rid=11928
08/06/2014,2014,3b 5km,Yes,"Rocky Neck 5k, Gloucester, MA",Richard Ross,M,USA,20:27.0,?,https://goodmorninggloucester.files.wordpress.com/2014/06/image25.png     https://youtu.be/GoE4pZ39SAY
10/05/2014,2014,3b Half Marathon,Yes,Fargo Half Marathon,Ivan Schleppenbach,M,USA,38:58.0,?,https://www.mtecresults.com/runner/show?race=2183&rid=8438
06/04/2014,2014,3b Marathon,Yes,Brighton Marathon,Kevin Williams,M,GBR,38:18.0,?,https://www.theargus.co.uk/news/11010177.brighton-man-to-run-half-marathon-while-juggling-after-recovering-from-brain-injury/?fbclid=IwAR1USEy4inlcpMOKmdBCvst5ie4hlTLXAmXm0OyXbXI8X3sHv9V34gs7V68  https://marathonview.net/search?query=kevin%20williams
06/04/2014,2014,3b 5km,Yes,"CoDependency 5k, Cooper River Park",Dana Giuglielmo,F,USA,20:40.0,3,https://tomahawktiming.com/road-races/2014-season/46-codependency-5k-cooper-river/  https://medium.com/the-moorestown-sun/dana-guglielmo-breaks-guinness-world-record-for-joggling-8f1a107d5774
28/02/2014,2014,3b Marathon,Yes,Tel Aviv Marathon,Shahar Cohen,M,ISR,25:17.0,?,https://marathonview.net/search?query=Shahar%20Cohen  https://www.israel21c.org/israeli-juggler-sets-new-record-at-the-sea-of-galilee/
17/11/2013,2013,3b Marathon,Yes,Brooklyn Marathon,Chris Pert,M,USA,52:33.0,2,https://marathonview.net/search?query=christopher%20pert
16/11/2013,2013,3b Half Marathon,Yes,"Richmon Half Marathon, VA",Dana Giuglielmo,F,USA,35:03.0,?,https://www.huffpost.com/entry/the-invention-of-joggling_b_6512928  https://www.albanyrunningexchange.org/results/search.php?ID=3667
03/11/2013,2013,3b Marathon,Yes,New York City Marathon,Jack Hirschowitz,M,USA,42:07.0,?,https://results.nyrr.org/event/40/finishers#search=Jack%2520Hirschowitz
13/10/2013,2013,3b Marathon,Yes,Chicago Marathon,Perry Romanowski,M,USA,42:23.0,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
29/09/2013,2013,3b Marathon,Yes,"Yonkers Marathon, New York",Chris Pert,M,USA,51:43.0,4,https://acrotrekker.wordpress.com/tag/christopher-pert-joggler/
22/09/2013,2013,3b Marathon,Yes,Quad Cities Marathon,Joe Salter,M,USA,51:25.0,?,Backwards. https://www.guinnessworldrecords.com/world-records/100547-fastest-marathon-joggling-backwards
25/08/2013,2013,3b 800m,Yes,Time Trial,Michal Kapral,M,CAN,02:15.6,0,https://www.youtube.com/watch?v=Odw5gytllio
22/06/2013,2013,3b Half Marathon,Yes,Garry Bjorklund Half Marathon,Ivan Schleppenbach,M,USA,41:10.0,?,https://www.mtecresults.com/runner/show?race=1394&rid=13151
18/05/2013,2013,3b Half Marathon,Yes,Fargo Half Marathon,Ivan Schleppenbach,M,USA,47:04.0,?,https://www.mtecresults.com/runner/show?race=1386&rid=6886
15/05/2013,2013,3b Mile,Yes,Time Trial,Emily Beaver,F,USA,05:58.0,?,https://missouristatebears.com/news/2013/5/15/Emily_Beaver_Sets_World_Record_for_Joggling https://www.guinnessworldrecords.com/world-records/fastest-mile-joggling-with-three-objects-women
05/05/2013,2013,3b Marathon,Yes,"Flying Pig Marathon, Cincinnati",Perry Romanowski,M,USA,46:34.0,?,https://marathonview.net/result/42981151
07/04/2013,2013,3b Marathon,Yes,Paris Marathon,Richard Ross,M,USA,00:43.0,?,https://marathonview.net/result/66848234
07/10/2012,2012,3b Marathon,Yes,Chicago Marathon,Perry Romanowski,M,USA,40:50.0,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
07/10/2012,2012,3b Marathon,Yes,"Trapline Marathon, Labrador, Newfoundland",Michal Kapral,M,CAN,59:32.0,?,https://www.nlaa.ca/results/rr/2012/20121007traplinemarathon.php
